index_items,product_name,category_name,sub_category,brand_name,sale_price,market_price,type_product,rating_product,price_segment
4795,Papaya Facial Kit - Blister Pack,Beauty & Hygiene,Skin Care,Banjara's,200,200,Face Care,5,Medium
4796,Malabar Trevally Fish (Medium) - Boneless,Eggs Meat & Fish,Fish & Seafood,Fresho,1249,1249,Fresh Fish,,High
4798,Karpooradi Thailam,Beauty & Hygiene,Health & Medicine,Kerala Ayurveda,305,305,Ayurveda,,Medium
4850,Nilgiris Green Tea - Anicca Chamomile,Beverages,Tea,Teamonk,280,400,Green Tea,3.8,Medium
4851,Shoe Polish - Dark Tan Leather,Cleaning & Household,Car & Shoe Care,Kiwi,48,48,Shoe Polish,4,Low
4852,Nescafe - Cap Colombie Coffee,Gourmet & World Food,Drinks & Beverages,Nescafe,999,999,Coffee & Pre-Mix,,High
4853,OatWOW Classic - Dairy-Free Oat Milk Naturally Sweet and Creamy Lactose-Free,Gourmet & World Food,Dairy & Cheese,Urban Platter,237.5,250,Milk & Soya Drinks,4.7,Medium
4855,Self Stick Bulletin Board,Cleaning & Household,Stationery,Post-It,250,250,Books & Magazines,3.5,Medium
4905,Sugar Sensation Foot File - Sky Blue Colour May Vary,Beauty & Hygiene,Bath & Hand Wash,Panache,159.2,199,Bathing Accessories,4.5,Medium
4906,Chicken Seekh Kabab - Lahori,Eggs Meat & Fish,Sausages Bacon & Salami,Fresho,264.65,335,Chicken Sausages,,Medium
4916,Ginger Mulethi Lemon,Beverages,Tea,Eco Valley,148.75,175,Leaf & Dust Tea,4.4,Medium
4958,Honey Facial Massage Gel,Beauty & Hygiene,Skin Care,Just Herbs,562.5,625,Face Care,,High
4959,Refined Palmolein Oil - Imported,Foodgrains Oil & Masala,Edible Oils & Ghee,Palmpure,142,170,Other Edible Oils,4,Medium
4960,Jars - Cube,Kitchen Garden & Pets,Storage & Accessories,Treo,179,230,Containers Sets,4.3,Medium
4961,Home Mate Garbage Bag - Black Oxo-Bio-Degradable Roll 36X48 50 Micron,Cleaning & Household,Disposables Garbage Bag,Home Mate,215,215,Garbage Bags,4.3,Medium
4962,Glass Bottle With Plastic Outer - Sky Blue BB1314,Kitchen Garden & Pets,Storage & Accessories,DP,179,329,Water & Fridge Bottles,,Medium
4963,Cashew/Kaju Whole 500gm + Raisins Indian 500gm+Almond Californian Giri 500gm,Foodgrains Oil & Masala,Dry Fruits,bb Popular,922,1600,Cashews,,High
4964,After Shave Lotion - Dark Tempation,Beauty & Hygiene,Men's Grooming,Axe,180,225,Shaving Care,4.3,Medium
5012,Fragrance Body Spray Bleu Spring,Beauty & Hygiene,Men's Grooming,Fogg,204,255,Men's Deodorants,4.3,Medium
5013,Quadratini Wafer Cookies - Vanilla,Gourmet & World Food,Chocolates & Biscuits,Loacker,199,199,Cookies Biscotti Wafer,4.1,Medium
5014,Everyday Ritual Set,Beauty & Hygiene,Bath & Hand Wash,BodyHerbals,1499,1499,Bath Salts & Oils,5,High
5015,Long Grain Rice,Foodgrains Oil & Masala,Rice & Rice Products,Kohinoor,317,549,Basmati Rice,3.1,Medium
5016,Sapota - Organically Grown,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,35,43.75,Organic Fruits,,Low
5066,Amber Woman Deodorant,Beauty & Hygiene,Fragrances & Deos,Nike,195.3,279,Women's Deodorants,,Medium
5067,Cotton Scarf Mask - Sage Abstract,Beauty & Hygiene,Health & Medicine,FabAlley,225,350,Face Masks & Safety Gears,4.3,Medium
5070,Foot Powder Strong,Beauty & Hygiene,Men's Grooming,Fredora,199,199,Talc,,Medium
5118,Deeply Nourishing Body Wash,Beauty & Hygiene,Bath & Hand Wash,Dove,99,115,Shower Gel & Body Wash,4.3,Low
5126,Bajra Flour,Foodgrains Oil & Masala,Organic Staples,Organic Tattva,57,60,Organic Flours,3.8,Low
5173,Carrot - Ooty,Fruits & Vegetables,Fresh Vegetables,Fresho,38,47.5,Root Vegetables,,Low
5174,Sugarfree Natural Burfi,Snacks & Branded Foods,Indian Mithai,Sangam Sweets,950,950,Fresh Sweets,,High
5175,Natural Body Butter,Beauty & Hygiene,Skin Care,The Moms Co,321,429,Body Care,4.3,Medium
5176,Temple Diya Silver Tradition Agarbatti Sticks,Cleaning & Household,Pooja Needs,Mangaldeep,50,50,Agarbatti Incense Sticks,4.2,Low
5226,Little Millet Khichadi Mix - Gluten Free,Gourmet & World Food,Cooking & Baking Needs,Graminway,190,190,Flours & Pre-Mixes,4.3,Medium
5227,Basmati Rice/Basmati Akki - Biryani Special,Foodgrains Oil & Masala,Rice & Rice Products,Fortune,549,875,Basmati Rice,4.2,High
5228,Organic Cumin Seed - Whole,Foodgrains Oil & Masala,Organic Staples,24 Mantra,63.7,70,Organic Masalas & Spices,4.2,Low
5229,Sugar Free Cereals - Multigrain Oatmeal With Rolled Oats Barley & Jowar Flakes,Gourmet & World Food,Cereals & Breakfast,True Elements,265,295,Imported Oats & Porridge,,Medium
5230,Pro Protect Sulphate Free Shampoo,Beauty & Hygiene,Hair Care,TRESemme,432,540,Shampoo & Conditioner,4.3,Medium
5280,Laboratory Reagent CH3 CO CH3,Beauty & Hygiene,Bath & Hand Wash,ACETONE,50,50,Bathing Accessories,4,Low
5281,Red Rajma/Capparadavare,Foodgrains Oil & Masala,Organic Staples,Natureland Organics,125,125,Organic Dals & Pulses,3.8,Medium
5282,Cotton Pads With Aloe Vera Extract,Beauty & Hygiene,Health & Medicine,Bella,157,169,Cotton & Ear Buds,4.2,Medium
5283,Dark Soya Sauce,Snacks & Branded Foods,Spreads Sauces Ketchup,Navya Food Art,85,85,Chilli & Soya Sauce,5,Low
5284,Sea Cool Glycerin Soap - Cold Processed 100% Natural & Organic,Beauty & Hygiene,Bath & Hand Wash,Soulflower,212.5,250,Bathing Bars & Soaps,4,Medium
5286,Fresh Lime After Shave Lotion,Beauty & Hygiene,Men's Grooming,Old Spice,123.5,130,Shaving Care,4.5,Medium
5288,Stevia 100% Natural Sweetener,Gourmet & World Food,Cooking & Baking Needs,So Sweet,1500,1500,Exotic Sugar & Salt,,High
5335,Hand Sanitizer,Beauty & Hygiene,Bath & Hand Wash,Varam,300,500,Hand Wash & Sanitizers,4,Medium
5336,Naturally Grown - Italian Basil Seeds,Kitchen Garden & Pets,Gardening,Eco,60,60,Seeds & Sapling,3.9,Low
5337,Organics Premium Black Tea,Beverages,Tea,18 Herbs,160,160,Leaf & Dust Tea,3,Medium
5338,Ponds Starlight Talc 300 g,Beauty & Hygiene,Bath & Hand Wash,Ponds,310,310,Talcum Powder,4.4,Medium
5340,Kare in Adult Diapers Pants Large,Beauty & Hygiene,Health & Medicine,Kare In,444,600,Adult Diapers,4.3,Medium
5387,Dark Fantasy Biscuits - Cookies - Coffee Fills,Snacks & Branded Foods,Biscuits & Cookies,Sunfeast,30,30,Cream Biscuits & Wafers,4.3,Low
5388,Cone - Jasmine & Camphor,Cleaning & Household,Pooja Needs,CamPure,199,199,Camphor & Wicks,4.3,Medium
5389,Bull Force Shilajit With Most Potent Herbs,Beauty & Hygiene,Health & Medicine,Rock Gold,1449,1449,Ayurveda,,High
5390,Turmeric Powder/Arisina Pudi,Foodgrains Oil & Masala,Masalas & Spices,Aachi,33.3,37,Powdered Spices,4.2,Low
5442,Snack Namkeen Roasted - Seeds Trail Mix Masala,Gourmet & World Food,Snacks Dry Fruits Nuts,GoodDiet,149,219,Healthy Baked Snacks,,Medium
5443,Delhi Butter Paneer Masala,Foodgrains Oil & Masala,Masalas & Spices,Keya,39,78,Blended Masalas,4.2,Low
5446,Glycerin,Beauty & Hygiene,Skin Care,Moti's,175,175,Body Care,4.7,Medium
5496,Eclairs - Elachi,Snacks & Branded Foods,Chocolates & Candies,Dukes,39,50,Toffee Candy & Lollypop,4,Low
5497,Organic Cotton Tampons - Medium,Beauty & Hygiene,Feminine Hygiene,Yoni,363,363,Tampons & Menstrual Cups,,Medium
5498,Seasoning - Pasta,Foodgrains Oil & Masala,Masalas & Spices,Keya,92.65,109,Herbs & Seasoning,4.2,Low
5500,Advanced Hair Fall Solution Shampoo - Total Damage Care,Beauty & Hygiene,Hair Care,Pantene,385,550,Shampoo & Conditioner,4.1,Medium
5501,Chocolate - Butter Tops,Gourmet & World Food,Chocolates & Biscuits,Chiko,199,199,Marshmallow Candy Jelly,4.2,Medium
5503,Basil,Foodgrains Oil & Masala,Masalas & Spices,Keya,92.65,109,Herbs & Seasoning,4.5,Low
5549,Paruppu Podi Powder,Foodgrains Oil & Masala,Masalas & Spices,Udupi Ruchi,46.55,49,Blended Masalas,4.1,Low
5550,Bonechina Milk Mug - Blue Pisces Print,Kitchen Garden & Pets,Crockery & Cutlery,Claycraft,145,145,Cups Mugs & Tumblers,3,Medium
5603,Lock-It Food Bag Seal Clip,Cleaning & Household,Bins & Bathroom Ware,Mr. Boss,95,95,Hangers Clips & Rope,4,Low
5605,Glass Set - Whiskey Camilo,Kitchen Garden & Pets,Crockery & Cutlery,Soogo,270,270,Glassware,4.8,Medium
5606,Tortilla Chips - BBQ,Gourmet & World Food,Snacks Dry Fruits Nuts,Mission,350,350,Nachos & Chips,,Medium
5607,Brain Matrix Tablets - Nutrients To Support Mental Performance,Beauty & Hygiene,Health & Medicine,Bionova,1400,1400,Supplements & Proteins,,High
5655,Glass Water Bottle With Silicon Covering - Cream BB1306,Kitchen Garden & Pets,Storage & Accessories,DP,229,409,Water & Fridge Bottles,,Medium
5656,Orio Fruit & Vegetable Plastic Basket - Assorted Colour,Cleaning & Household,Bins & Bathroom Ware,Aristo,119,154,Laundry Storage Baskets,4,Medium
5657,Loofah/Sponge Scrubber/Body Bath - Dual Side Hangable Brown BH-030 BR,Beauty & Hygiene,Bath & Hand Wash,BB Home,119,125,Bathing Accessories,4.2,Medium
5658,Air Freshener - Jasmine,Cleaning & Household,Fresheners & Repellents,Wonder Fresh,110,110,Air Freshener,5,Medium
5659,Ice Cream - Mango Raspberry,Gourmet & World Food,Dairy & Cheese,Haagen-Dazs,750,750,Gourmet Ice Cream,,High
5709,Tulsi Powder,Gourmet & World Food,Cooking & Baking Needs,Nectar Valley,225,225,Herbs Seasonings & Rubs,,Medium
5749,Toned Milk,Bakery Cakes & Dairy,Dairy,Nandini,28,29,Milk,4.2,Low
5764,Filling or Topping - Blueberry,Gourmet & World Food,Sauces Spreads & Dips,Mothers Maid,500,500,Honey & Maple Syrup,3.3,Medium
5765,Cookies - Choco-Kiss,Snacks & Branded Foods,Biscuits & Cookies,Unibic,40,40,Cookies,4.2,Low
5766,Green Tea Watery Cream,Beauty & Hygiene,Skin Care,It's Skin,855,950,Face Care,,High
5767,Sweet Potato Fries,Snacks & Branded Foods,Frozen Veggies & Snacks,Iceland,150,150,Frozen Veg Snacks,4.2,Medium
5768,Chilli Powder/Menasina Pudi,Foodgrains Oil & Masala,Masalas & Spices,Ravi,32,32,Powdered Spices,5,Low
5819,Popped Potato Chips - Mirch Masala flavour,Snacks & Branded Foods,Snacks & Namkeen,WhyFryy,40,40,Chips & Corn Snacks,4.6,Low
5872,Paw'sitively Smooth Paw Butter For Dogs,Kitchen Garden & Pets,Pet Food & Accessories,Captain Zack,350,350,Pet Cleaning & Grooming,5,Medium
5873,Solution Pore Care Masksheet (Pack of 3),Beauty & Hygiene,Skin Care,The Face Shop,301.5,450,Face Care,,Medium
5874,Extra Absorb Adult Pant Style Diapers - XL,Beauty & Hygiene,Health & Medicine,Lifree,490,490,Adult Diapers,4,Medium
5927,Beard Wash - The Irish Royale,Beauty & Hygiene,Men's Grooming,Beardo,298,350,Moustache & Beard Care,4,Medium
5928,Stainless Steel Tea Spoon - Sunday Sapphire,Kitchen Garden & Pets,Crockery & Cutlery,Anjali,149,190,Cutlery Spoon & Fork,2.4,Medium
5929,Country Eggs - Kadaknath Small Antibiotic Residue-Free,Eggs Meat & Fish,Eggs,Fresho,115,125,Country Eggs,,Medium
5930,Peanut Butter,Gourmet & World Food,Sauces Spreads & Dips,Nutty Yogi,129,129,Jams Marmalade Spreads,4.3,Medium
5931,Diabetics Sweets - Kaju Katli,Snacks & Branded Foods,Indian Mithai,Dezire,319,319,Tinned Packed Sweets,3.7,Medium
5932,Creme Multi-Purpose Moisturiser - Protective Skin Care Cream For Men Women & Family,Beauty & Hygiene,Skin Care,Nivea,279,310,Face Care,4.3,Medium
5981,Skin Repair Combo,Beauty & Hygiene,Skin Care,Richfeel,398,398,Body Care,,Medium
5982,Glass Water Bottle With Round Base - Red B1366,Kitchen Garden & Pets,Storage & Accessories,BB Home,209,499,Water & Fridge Bottles,,Medium
5983,Green Tea Lemon,Gourmet & World Food,Drinks & Beverages,Newby,295,295,Gourmet Tea & Tea Bags,,Medium
6035,Whey Protein Powder,Beauty & Hygiene,Health & Medicine,BTN Sports,6700,6700,Supplements & Proteins,,High
6036,Bright Star Steel Casserole For Roti/Chapati With Glass Lid,Kitchen Garden & Pets,Flask & Casserole,Asian,479,780,Casserole,3.6,Medium
6087,Oil - Premium Mustard (Kachi Ghani),Foodgrains Oil & Masala,Edible Oils & Ghee,Rro,195,195,Soya & Mustard Oils,4.2,Medium
6088,Aluminium Sauce Pan - Silver,Kitchen Garden & Pets,Cookware & Non Stick,HAZEL,429,599,Tawa & Sauce Pan,,Medium
6089,Mix - Khatta Dhokla,Snacks & Branded Foods,Ready To Cook & Eat,Gits,65,65,Breakfast & Snack Mixes,4.2,Low
6090,Informals - Facial Tissue Box,Cleaning & Household,Disposables Garbage Bag,Soft Touch,222,222,Paper Napkin Tissue Box,,Medium
6091,Masala Chai Black Tea - Finest Collection,Gourmet & World Food,Drinks & Beverages,Newby,505,505,Gourmet Tea & Tea Bags,,High
6092,The Fresh Mask Sheet - Rose,Beauty & Hygiene,Skin Care,It's Skin,190,200,Face Care,3.5,Medium
6099,Tavak Oil,Beauty & Hygiene,Health & Medicine,Jiva Ayurveda,60,60,Ayurveda,,Low
6141,Gold Low Calorie Sweetner - 100 Sachet,Foodgrains Oil & Masala,Salt Sugar & Jaggery,Sugar free,125,125,Sugarfree Sweeteners,4.5,Medium
6142,India's No-1 Fluoride Free Toothpaste,Beauty & Hygiene,Oral Care,Dabur Meswak,55,55,Toothpaste,4.3,Low
6144,Bajra Flour,Foodgrains Oil & Masala,Organic Staples,Natureland Organics,51,51,Organic Flours,3.4,Low
6193,Chitra Rajma/Capparadavare,Foodgrains Oil & Masala,Organic Staples,Natureland Organics,135,135,Organic Dals & Pulses,4.6,Medium
6194,Maharaja Plastic Basket With Lid - Medium,Cleaning & Household,Bins & Bathroom Ware,Nakoda,219,284,Laundry Storage Baskets,2.9,Medium
6195,Disney Cinderella 304 Stainless Steel Lunch Box/Tiffin Box - HMWWLB 72272-CIN,Kitchen Garden & Pets,Storage & Accessories,Hm International,599,699,Lunch Boxes,,High
6196,Select - Chai Masala Lemon Grass,Foodgrains Oil & Masala,Masalas & Spices,Valley Spice,75,75,Powdered Spices,3.6,Low
6246,Quinoa,Gourmet & World Food,Cooking & Baking Needs,ORGANIC INDIA,295,295,Quinoa & Grains,,Medium
6248,Chakra Gold Elaichi Tea,Beverages,Tea,Tata Tea,180,180,Leaf & Dust Tea,4.2,Medium
6253,Coffee - Premix Instant,Beverages,Coffee,Narasus,10,10,Instant Coffee,4,Low
6300,Organic - Coriander Whole,Foodgrains Oil & Masala,Organic Staples,Pro Nature,87.4,92,Organic Masalas & Spices,4.4,Low
6301,Stretch Mark Cream - For Moms,Baby Care,Mothers & Maternity,Himalaya,250,250,Maternity Personal Care,4,Medium
6302,Dog Food - Chicken & Egg Adult,Kitchen Garden & Pets,Pet Food & Accessories,Drools,17,20,Pet Meals & Treats,3.9,Low
6303,Baby Nourishing Lotion - With Almond Oil Aloe Vera Shea & Kokum Butter,Beauty & Hygiene,Skin Care,Mom & World,379,399,Body Care,3.5,Medium
6304,Turmeric Powder/Arisina Pudi,Foodgrains Oil & Masala,Masalas & Spices,Ravi,36,36,Powdered Spices,,Low
6354,Beer Shampoo - Anti Dandruff,Beauty & Hygiene,Men's Grooming,Park avenue,124,155,Bath & Shower,4.3,Medium
6355,Chilli Powder/Menasina Pudi,Foodgrains Oil & Masala,Masalas & Spices,Tata Sampann,44.16,48,Powdered Spices,4.3,Low
6356,Fountain Pen - Octane Blue,Cleaning & Household,Stationery,Classmate,37,40,Pen Pencils,4.2,Low
6357,Rusk - Baby,Bakery Cakes & Dairy,Cookies Rusk & Khari,Milk Ma,24,24,Rusks,4,Low
6358,Lemon & Tea Tree Oil Soap,Beauty & Hygiene,Bath & Hand Wash,Liril,180,180,Bathing Bars & Soaps,4.3,Medium
6408,Truffel - Hazelnut,Snacks & Branded Foods,Chocolates & Candies,Dukes,190,200,Chocolates,3.7,Medium
6409,Cashews With Multimillets,Bakery Cakes & Dairy,Cookies Rusk & Khari,Millet Cookies,60,60,Bakery Biscuits Cookies,4.1,Low
6411,White Protect Body Lotion,Beauty & Hygiene,Skin Care,Kaya Clinic,384,480,Body Care,1,Medium
6462,Kids Anticavity Motu Patlu Toothpaste - 6+ years Bubble Fruit Flavour,Beauty & Hygiene,Oral Care,Colgate,93,93,Toothpaste,4.1,Low
6463,Cold Pressed Coconut Oil,Gourmet & World Food,Oils & Vinegar,RawNH,399,399,Flavoured & Other Oils,,Medium
6464,Minty Peppery Zesty Makhana,Snacks & Branded Foods,Snacks & Namkeen,Nutty Yogi,79,79,Namkeen & Savoury Snacks,3.3,Low
6465,Fresh Start Oil Clear Peach Face Wash,Beauty & Hygiene,Skin Care,Himalaya,105,140,Face Care,4.2,Medium
6466,Sweet Chilli Sauce,Gourmet & World Food,Sauces Spreads & Dips,Real Thai,199,199,Thai & Asian Sauces,4.8,Medium
6467,Tamarind Sauce,Gourmet & World Food,Cooking & Baking Needs,BENGAMESE,199,199,Curry Paste Coconut Milk,,Medium
6468,Borosilicate Glass Baking/Mixing Bowl,Kitchen Garden & Pets,Crockery & Cutlery,Pyrex,299,325,Glassware,4.6,Medium
6514,Immunity Booster,Beauty & Hygiene,Health & Medicine,Vedapure,749,749,Ayurveda,,High
6515,Marie Light Biscuits - Active,Snacks & Branded Foods,Biscuits & Cookies,Sunfeast,60,60,Marie Health Digestive,4.2,Low
6516,Turbo Bucket - Assorted Colour,Cleaning & Household,Bins & Bathroom Ware,Nakoda,310,310,Buckets & Mugs,,Medium
6517,Tender Coconut Water,Beverages,Fruit Juices & Drinks,Cocojal,270,270,Juices,,Medium
6519,Condoms - Pina Colada,Beauty & Hygiene,Health & Medicine,Skore,80,80,Sexual Wellness,4.6,Low
6520,Brass Kuber Deepam - No.1,Cleaning & Household,Pooja Needs,Trm,159,345,Lamp & Lamp Oil,3.6,Medium
6568,Biryani Masala Powder,Foodgrains Oil & Masala,Masalas & Spices,JK,97.5,130,Blended Masalas,3.5,Low
6569,Mustard Oil - Cold Pressed,Gourmet & World Food,Oils & Vinegar,Health 1st,130,130,Flavoured & Other Oils,2.3,Medium
6570,Sauce - Classic Pizza,Gourmet & World Food,Sauces Spreads & Dips,American Garden,245,245,Mustard & Cheese Sauces,4.5,Medium
6572,Neem Plus Shampoo,Beauty & Hygiene,Hair Care,Meghdoot,200,200,Shampoo & Conditioner,,Medium
6590,Natural Baby Cream,Beauty & Hygiene,Skin Care,The Moms Co,393,393,Face Care,4.3,Medium
6622,Cat Treat - Tempting Tuna Flavour,Kitchen Garden & Pets,Pet Food & Accessories,Temptations,882,900,Pet Meals & Treats,4.8,High
6623,Bathroom Tile Scrubber Brush,Cleaning & Household,Mops Brushes & Scrubs,Scotch brite,125,140,Utensil Scrub-Pad Glove,4.3,Medium
6624,Premium Ocean Steel Cloth Dryer - White,Kitchen Garden & Pets,Storage & Accessories,Ciplaplast,1609,1625,Cloth Dryer & Iron Table,1,High
6675,Hot Chocolate With Honey - Stir It Up,Gourmet & World Food,Chocolates & Biscuits,Lindberg,109,149,Luxury Chocolates Gifts,,Medium
6676,Hand Sanitizer,Beauty & Hygiene,Bath & Hand Wash,Nyle,2450,2450,Hand Wash & Sanitizers,3.7,High
6677,Glue Stick Non Toxic - Small,Cleaning & Household,Stationery,Kores,20,20,Scissor Glue & Tape,3.8,Low
6729,Oriental Instant Noodles - Stir-Fried Flavour,Gourmet & World Food,Pasta Soup & Noodles,Koka,36,40,Imported Noodles,4.2,Low
6730,Kadhai - Aluminium,Kitchen Garden & Pets,Cookware & Non Stick,Namoo,475,531,Kadai & Fry Pans,4.2,Medium
6732,Floor Mop,Cleaning & Household,Mops Brushes & Scrubs,Gala,186,199,Mops Wipers,3.3,Medium
6783,Tulasi Deepa Thailam,Foodgrains Oil & Masala,Edible Oils & Ghee,Samvruddhi,366,366,Other Edible Oils,,Medium
6784,Real Nature Cucumber Face Mask,Beauty & Hygiene,Skin Care,The Face Shop,100,100,Face Care,4.2,Medium
6836,Pure Hands Moisturizing Hand Wash - Tulsi & Aloe,Beauty & Hygiene,Bath & Hand Wash,Himalaya,45,50,Hand Wash & Sanitizers,4.4,Low
6890,Chyawanprash - Immunity Booster,Beauty & Hygiene,Health & Medicine,Jiva Ayurveda,325,325,Ayurveda,,Medium
6891,Chewy Mints - Spearmint Flavour Candy,Snacks & Branded Foods,Chocolates & Candies,Center Fresh,50,50,Toffee Candy & Lollypop,,Low
6892,Bathing Bar - Lemongrass & Basil,Beauty & Hygiene,Bath & Hand Wash,50ap,85,85,Bathing Bars & Soaps,4.6,Low
6893,Chocolate Makhana,Gourmet & World Food,Snacks Dry Fruits Nuts,LiL'Goodness,56,70,Healthy Baked Snacks,,Low
6894,Gas Stove-2 Burner Royale Plus Schott Glass Black (40081),Kitchen Garden & Pets,Cookware & Non Stick,Prestige,6300,7875,Gas Stove,,High
6895,Rosemary,Gourmet & World Food,Cooking & Baking Needs,Organic Nation,100,100,Herbs Seasonings & Rubs,,Medium
6942,Gluten Free Rolled Oats,Snacks & Branded Foods,Breakfast Cereals,Nutriorg,783.75,825,Oats & Porridge,,High
6943,Dotted Condoms,Beauty & Hygiene,Health & Medicine,Kamasutra,150,200,Sexual Wellness,4.1,Medium
6944,Dishwash - Bar,Cleaning & Household,Detergents & Dishwash,Citrus Plus,45,45,Dishwash Bars & Powders,4.3,Low
6945,Pro 6 Plus Razor Value Kit For Me,Beauty & Hygiene,Men's Grooming,LetsShave,1615.5,1795,Shaving Care,5,High
6946,Orbit Chewing Gum - Mixed Fruit Sugarfree,Snacks & Branded Foods,Chocolates & Candies,Wrigleys,160,160,Mints & Chewing Gum,4.5,Medium
6996,Safe Sun Men Advanced Daily UV Shield PA+++ - SPF 30,Beauty & Hygiene,Men's Grooming,Lotus Herbals,262.5,375,Face & Body,4.5,Medium
6997,Drink - Original,Bakery Cakes & Dairy,Dairy,So Good,210.6,260,Flavoured Soya Milk,3.8,Medium
6998,Rosewood Blossom Honey,Gourmet & World Food,Sauces Spreads & Dips,Sakurafresh,415,415,Honey & Maple Syrup,,Medium
7000,Natural Protein Hair Serum,Beauty & Hygiene,Hair Care,The Moms Co,591,591,Hair Oil & Serum,3.8,High
7001,Imugest Tablet,Beauty & Hygiene,Health & Medicine,Kerala Ayurveda,500,500,Ayurveda,,Medium
7002,YiPPee Mood Masala Noodles - Family Pack,Snacks & Branded Foods,Noodle Pasta Vermicelli,Sunfeast,99.18,116,Instant Noodles,4.2,Low
7006,Coffee Milk Shake,Bakery Cakes & Dairy,Dairy,Storia,87.89,105,Flavoured Soya Milk,4,Low
7049,Toner - Absolute Pore Fix,Beauty & Hygiene,Skin Care,Lakme,284.75,335,Face Care,3.7,Medium
7050,Silver Charcoal Anti Bacterial Tooth Brush - Soft,Beauty & Hygiene,Oral Care,Pepsodent,65,65,Toothbrush,4.3,Low
7051,Ambehaldi Powder - Promotes Joint Pain & Swelling Reducing Response,Beauty & Hygiene,Health & Medicine,Bixa Botanical,245,245,Ayurveda,,Medium
7053,Fruit Juice - Delight Orange,Beverages,Fruit Juices & Drinks,Tropicana,600,600,Juices,,High
7054,Peter Coffee Mugs - Ebony E694,Kitchen Garden & Pets,Crockery & Cutlery,Claycraft,809,1049,Cups Mugs & Tumblers,3.7,High
7055,Organic White Quinoa,Gourmet & World Food,Cooking & Baking Needs,Nourish You,289,289,Quinoa & Grains,,Medium
7062,Orange Ice Tea,Beverages,Tea,Wagh Bakri,90,90,Leaf & Dust Tea,4,Low
7102,Cream Cheese,Gourmet & World Food,Dairy & Cheese,MOOZ,200,200,Cream & Cheese Spreads,3.7,Medium
7103,Chandraprabha Vati - Rejuvinator 300 mg,Beauty & Hygiene,Health & Medicine,Sri Sri Tattva,130,130,Ayurveda,,Medium
7155,Jaggery Spiced Cashews Trail Mix,Gourmet & World Food,Snacks Dry Fruits Nuts,The Nibble Box,595,595,Trail & Cocktail Mixes,5,High
7156,Mooch & Beard Oil - 4X4,Beauty & Hygiene,Men's Grooming,USTRAA,230,299,Moustache & Beard Care,4.1,Medium
7157,Tea Tree & Vetiver Aroma Radical Refresher Shampoo,Beauty & Hygiene,Hair Care,Love Beauty & Planet,600,600,Shampoo & Conditioner,3,High
7158,Steel Rice Serving Spoon - Medium Classic Diana Series BBST37,Kitchen Garden & Pets,Kitchen Accessories,BB Home,79,125,Strainer Ladle Spatula,,Low
7159,Ylang Ylang Essential Oil,Beauty & Hygiene,Skin Care,Aloe Veda,351,390,Aromatherapy,3,Medium
7160,Badam Halwa,Snacks & Branded Foods,Indian Mithai,Haldirams,50,50,Tinned Packed Sweets,3.8,Low
7208,Face Mask - Pro Tech 95 6 layered Medium MK18004,Beauty & Hygiene,Health & Medicine,T BASE,249,299,Face Masks & Safety Gears,,Medium
7209,Naan Chips - Chatpata Pudina,Gourmet & World Food,Snacks Dry Fruits Nuts,Wingreens Farms,40,40,Nachos & Chips,3.6,Low
7262,Dog Biscuits,Kitchen Garden & Pets,Pet Food & Accessories,Glenand,140,140,Pet Meals & Treats,5,Medium
7263,Ice Cream - Fig Walnut,Gourmet & World Food,Dairy & Cheese,London Dairy,450,450,Gourmet Ice Cream,,Medium
7264,Chicken Masala,Foodgrains Oil & Masala,Masalas & Spices,Catch,108.32,144,Blended Masalas,4.2,Medium
7265,House Party - Non Veg,Snacks & Branded Foods,Frozen Veggies & Snacks,ITC Master Chef,549.58,600,Frozen Non-Veg Snacks,,High
7267,Hard Anodised Apple Duo Pressure Cooker-Black (20427),Kitchen Garden & Pets,Cookware & Non Stick,Prestige,2449,2870,Pressure Cookers,3.5,High
7268,Glassware Bern Jug Set - Clear,Kitchen Garden & Pets,Crockery & Cutlery,Cello,529,755,Glassware,2.3,High
7269,Ayurdent Classic,Beauty & Hygiene,Health & Medicine,Maharishi Ayurveda,260,260,Ayurveda,,Medium
7314,Borosilicate Glass Rectangular Food Container With Green Lid,Kitchen Garden & Pets,Storage & Accessories,BB Home,269,449,Containers Sets,4.3,Medium
7315,Sweet Dark 50% Dark Chocolate,Gourmet & World Food,Chocolates & Biscuits,Didier & Frank,159,159,Luxury Chocolates Gifts,4,Medium
7316,Karare - Munchy Masala,Snacks & Branded Foods,Snacks & Namkeen,Too Yumm!,45.9,60,Chips & Corn Snacks,4.1,Low
7317,Himalayan Pink Salt,Gourmet & World Food,Cooking & Baking Needs,Graminway,229,229,Exotic Sugar & Salt,4,Medium
7318,Noodles - Whole Wheat,Gourmet & World Food,Pasta Soup & Noodles,Blue Dragon,275,275,Imported Noodles,5,Medium
7319,Glass Lunch Box - Microwave Safe Office Tiffin ICY22SD3320,Kitchen Garden & Pets,Storage & Accessories,Borosil,1039,1095,Lunch Boxes,3.1,High
7320,Premium Digital Tampon - Heavy Flow FDA Approved,Beauty & Hygiene,Feminine Hygiene,Sirona,226.8,315,Tampons & Menstrual Cups,4.7,Medium
7347,Pedicure Manicure Kit,Beauty & Hygiene,Skin Care,Vlcc,400,500,Body Care,3.3,Medium
